,1002517,1013462,1016125,1023731,1031308,1046327,1084048,1084384,1085621,1102993,1108524,1118417,1124610,1131554,1166388,1261333,1262039,1280058,1286225,1288847,1327567,1327811,1337619,1348334,1353283,1361113,1366561,1370880,1373715,1384905,1385867,1392972,1393052,1401680,1410384,1418100,1423774,1433195,1441683,1441816,1445305,1447669,1448056,1459200,1459417,1463172,1467623,1468666,1477333,1477720,1505155,1505952,1517413,1528396,1535379,1535527,1540184,1560327,1561550,1566895,1568100,1576914,1580808,1585521,1609702,1614178,1640147,1643269,1660280,1666134,1689923,1707753,1713683,1724570,1725579,1739942,1764925,1773383,1794515,1810806,317788,713425,746210,769397,796343,807882,813672,814547,814549,829323,849399,849547,860731,8670,876167,877890,883241,884144,892482,896878,922521,929940,935036
0,0.011736301705241203,0.02839513123035431,0.02839513123035431,0.011736301705241203,0.0011407845886424184,0.01798255555331707,0.02839513123035431,0.002900857711210847,0.004465992096811533,0.004465992096811533,0.03508947044610977,0.011736301705241203,0.02839513123035431,0.002900857711210847,0.014315785840153694,0.011736301705241203,0.02839513123035431,0.02839513123035431,0.02839513123035431,0.002900857711210847,0.011736301705241203,0.0011407845886424184,0.02839513123035431,0.011736301705241203,0.011736301705241203,0.011736301705241203,0.002900857711210847,0.02839513123035431,0.02839513123035431,0.011736301705241203,0.002900857711210847,0.011736301705241203,0.02839513123035431,0.002900857711210847,0.011736301705241203,0.005876657087355852,0.004810350481420755,0.02839513123035431,0.011736301705241203,0.011736301705241203,0.002900857711210847,0.002900857711210847,0.011736301705241203,0.0013529183343052864,0.002900857711210847,0.011736301705241203,0.0011407845886424184,0.002900857711210847,0.011736301705241203,0.011736301705241203,0.002900857711210847,0.011736301705241203,0.009705817326903343,0.02409585565328598,0.24444615840911865,0.24444615840911865,0.21074017882347107,0.24444615840911865,0.24444615840911865,0.26529794931411743,0.02409585565328598,0.4795725345611572,0.00923160370439291,0.00923160370439291,0.5270741581916809,0.21074017882347107,0.24444615840911865,0.24444615840911865,0.02409585565328598,0.21074017882347107,0.24444615840911865,0.24444615840911865,0.24444615840911865,0.5270741581916809,0.02409585565328598,0.02409585565328598,0.02409585565328598,0.5270741581916809,0.5270741581916809,0.24444615840911865,0.01753118447959423,0.520327091217041,0.46191921830177307,0.00923160370439291,0.5270741581916809,0.5270741581916809,0.5270741581916809,0.5270741581916809,0.5270741581916809,0.0369369313120842,0.5270741581916809,0.02409585565328598,0.008237289264798164,0.5270741581916809,0.5270741581916809,0.00923160370439291,0.5270741581916809,0.21074017882347107,0.03667595237493515,0.5270741581916809,0.5270741581916809,0.5270741581916809,0.5270741581916809
